gID	Description	MMETSP_ID	KeggID	Kegg Definition	Module Definition	Submodule1
Skcos11029	CAMNT_0000257245	MMETSP0013_2-20120614|1992 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230]	Purine metabolism
Skcos11029	CAMNT_0000257245	MMETSP0013_2-20120614|1992 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Skcos11029	CAMNT_0000257245	MMETSP0013_2-20120614|1992 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]	Pyrimidine metabolism
Skcos11029	CAMNT_0000257245	MMETSP0013_2-20120614|1992 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos12730	CAMNT_0000258577	MMETSP0013_2-20120614|2658 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230]	Purine metabolism
Skcos12730	CAMNT_0000258577	MMETSP0013_2-20120614|2658 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Skcos12730	CAMNT_0000258577	MMETSP0013_2-20120614|2658 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]	Pyrimidine metabolism
Skcos12730	CAMNT_0000258577	MMETSP0013_2-20120614|2658 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos13120	CAMNT_0000257019	MMETSP0013_2-20120614|1879 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230]	Purine metabolism
Skcos13120	CAMNT_0000257019	MMETSP0013_2-20120614|1879 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Skcos13120	CAMNT_0000257019	MMETSP0013_2-20120614|1879 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]	Pyrimidine metabolism
Skcos13120	CAMNT_0000257019	MMETSP0013_2-20120614|1879 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos16594	CAMNT_0000295851	MMETSP0013_2-20120614|21295 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230]	Purine metabolism
Skcos16594	CAMNT_0000295851	MMETSP0013_2-20120614|21295 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Skcos16594	CAMNT_0000295851	MMETSP0013_2-20120614|21295 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]	Pyrimidine metabolism
Skcos16594	CAMNT_0000295851	MMETSP0013_2-20120614|21295 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Skcos19320	CAMNT_0000327073	MMETSP0013_2-20120614|36906 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP [PATH:map00230]	Purine metabolism
Skcos19320	CAMNT_0000327073	MMETSP0013_2-20120614|36906 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Guanine ribonucleotide biosynthesis IMP => GDP,GTP [PATH:map00230]	Purine metabolism
Skcos19320	CAMNT_0000327073	MMETSP0013_2-20120614|36906 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]	Pyrimidine metabolism
Skcos19320	CAMNT_0000327073	MMETSP0013_2-20120614|36906 	K00940	E2.7.4.6, ndk; nucleoside-diphosphate kinase [EC:2.7.4.6]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	Pyrimidine metabolism
Throt213	Locus211v1rpkm507.40		K02980	RP-S29e, RPS29; small subunit ribosomal protein S29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt13859	Locus11025v1rpkm8.91		K02980	RP-S29e, RPS29; small subunit ribosomal protein S29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt14376	Locus11404v1rpkm8.54		K02980	RP-S29e, RPS29; small subunit ribosomal protein S29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos10410	CAMNT_0000265679	MMETSP0013_2-20120614|6209 	K02980	RP-S29e, RPS29; small subunit ribosomal protein S29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos14196	CAMNT_0000295827	MMETSP0013_2-20120614|21283 	K02980	RP-S29e, RPS29; small subunit ribosomal protein S29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt219	Locus216v1rpkm503.80		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt219	Locus216v1rpkm503.80		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Throt219	Locus216v1rpkm503.80		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Throt219	Locus216v1rpkm503.80		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Throt1933	Locus1628v1rpkm56.96		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt1933	Locus1628v1rpkm56.96		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Throt1933	Locus1628v1rpkm56.96		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Throt1933	Locus1628v1rpkm56.96		K01623	ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Throt221	Locus217v1rpkm501.43		K02924	RP-L39e, RPL39; large subunit ribosomal protein L39e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt221	Locus217v1rpkm501.43		K02924	RP-L39e, RPL39; large subunit ribosomal protein L39e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos8267	CAMNT_0000264861	MMETSP0013_2-20120614|5800 	K02924	RP-L39e, RPL39; large subunit ribosomal protein L39e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos8267	CAMNT_0000264861	MMETSP0013_2-20120614|5800 	K02924	RP-L39e, RPL39; large subunit ribosomal protein L39e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt227	Locus223v1rpkm480.36		K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt227	Locus223v1rpkm480.36		K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt10860	Locus8768v1rpkm11.65		K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt10860	Locus8768v1rpkm11.65		K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos2714	CAMNT_0000272163	MMETSP0013_2-20120614|9451 	K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos2714	CAMNT_0000272163	MMETSP0013_2-20120614|9451 	K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt228	Locus224v1rpkm476.52		K00672	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	Methanogenesis, CO2 => methane [PATH:map01200 map00680]	Methane metabolism
Throt230	Locus226v1rpkm475.88		K02905	RP-L29e, RPL29; large subunit ribosomal protein L29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt19267	Locus15132v1rpkm5.39		K02905	RP-L29e, RPL29; large subunit ribosomal protein L29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos12434	CAMNT_0000263397	MMETSP0013_2-20120614|5068 	K02905	RP-L29e, RPL29; large subunit ribosomal protein L29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos15038	CAMNT_0000297781	MMETSP0013_2-20120614|22260 	K02905	RP-L29e, RPL29; large subunit ribosomal protein L29e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt237	Locus232v1rpkm460.22		K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt237	Locus232v1rpkm460.22		K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt3817	Locus3184v1rpkm31.31		K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt3817	Locus3184v1rpkm31.31		K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt13876	Locus11039v1rpkm8.90		K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt13876	Locus11039v1rpkm8.90		K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos6127	CAMNT_0000286471	MMETSP0013_2-20120614|16605 	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos6127	CAMNT_0000286471	MMETSP0013_2-20120614|16605 	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos16684	CAMNT_0000298837	MMETSP0013_2-20120614|22788 	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos16684	CAMNT_0000298837	MMETSP0013_2-20120614|22788 	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos21100	CAMNT_0000304505	MMETSP0013_2-20120614|25622 	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos21100	CAMNT_0000304505	MMETSP0013_2-20120614|25622 	K02896	RP-L24e, RPL24; large subunit ribosomal protein L24e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt253	Locus239v1rpkm447.84		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt253	Locus239v1rpkm447.84		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt1953	Locus1644v1rpkm56.59		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt1953	Locus1644v1rpkm56.59		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt8836	Locus7231v1rpkm14.32		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt8836	Locus7231v1rpkm14.32		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt9790	Locus7951v1rpkm13.01		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt9790	Locus7951v1rpkm13.01		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt19230	Locus15103v1rpkm5.41		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt19230	Locus15103v1rpkm5.41		K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos3750	CAMNT_0000279055	MMETSP0013_2-20120614|12897 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos3750	CAMNT_0000279055	MMETSP0013_2-20120614|12897 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos12076	CAMNT_0000266367	MMETSP0013_2-20120614|6553 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos12076	CAMNT_0000266367	MMETSP0013_2-20120614|6553 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos12619	CAMNT_0000254669	MMETSP0013_2-20120614|704 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos12619	CAMNT_0000254669	MMETSP0013_2-20120614|704 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos16857	CAMNT_0000296651	MMETSP0013_2-20120614|21695 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos16857	CAMNT_0000296651	MMETSP0013_2-20120614|21695 	K03283	HSPA1_8; heat shock 70kDa protein 1/8	Spliceosome, Prp19/CDC5L complex [PATH:map03040] [BR:ko03041]	Spliceosome
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	Carbon fixation
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis, core module involving three-carbon compounds [PATH:map01200 map01230 map00010]	Central carbohydrate metabolism
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01200 map00030]	Central carbohydrate metabolism
Throt254	Locus240v1rpkm446.67		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]	Other carbohydrate metabolism
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	Carbon fixation
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis, core module involving three-carbon compounds [PATH:map01200 map01230 map00010]	Central carbohydrate metabolism
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01200 map00030]	Central carbohydrate metabolism
Throt1520	Locus1302v1rpkm70.28		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]	Other carbohydrate metabolism
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	Carbon fixation
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis, core module involving three-carbon compounds [PATH:map01200 map01230 map00010]	Central carbohydrate metabolism
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01200 map00030]	Central carbohydrate metabolism
Throt9588	Locus7791v1rpkm13.29		K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]	Other carbohydrate metabolism
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	Carbon fixation
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis, core module involving three-carbon compounds [PATH:map01200 map01230 map00010]	Central carbohydrate metabolism
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01200 map00030]	Central carbohydrate metabolism
Skcos349	CAMNT_0000273745	MMETSP0013_2-20120614|10242 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P [PATH:map00052]	Other carbohydrate metabolism
Skcos1706	CAMNT_0000270133	MMETSP0013_2-20120614|8436 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Skcos1706	CAMNT_0000270133	MMETSP0013_2-20120614|8436 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P [PATH:map01200 map00710]	Carbon fixation
Skcos1706	CAMNT_0000270133	MMETSP0013_2-20120614|8436 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	Central carbohydrate metabolism
Skcos1706	CAMNT_0000270133	MMETSP0013_2-20120614|8436 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Glycolysis, core module involving three-carbon compounds [PATH:map01200 map01230 map00010]	Central carbohydrate metabolism
Skcos1706	CAMNT_0000270133	MMETSP0013_2-20120614|8436 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Gluconeogenesis, oxaloacetate => fructose-6P [PATH:map00010 map00020]	Central carbohydrate metabolism
Skcos1706	CAMNT_0000270133	MMETSP0013_2-20120614|8436 	K00927	PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P [PATH:map01200 map00030]	Central carbohydrate metabolism
